Station ID,Latitude,Longitude,Name,Elevation,Years,Average Weatherscore,Margin of Error,N,Adjusted Average Weatherscore,Percentile
65134099999,9.639828,8.86905,"YAKUBU GOWON, NIGERIA",1289.91,2024,3.92026515365487,0.631215277739055,132,4.55148043139392,99.6824836831893
48057099999,20.7833333,97.05,"TAUNGGYI, BURMA",1436,2024,4.09131922662045,0.462647450871464,348,4.55396667749192,99.6736637855001
67107099999,-19.8166667,47.0666667,"ANTSIRABE, MADAGASCAR",1532,2024,4.10516988766627,0.453534333762787,243,4.55870422142906,99.6648438878109
63887099999,-7.668633,35.752114,"IRINGA, TANZANIA",1425.85,2024,4.1329514684473,0.447916892971589,344,4.58086836141889,99.6560239901217
84472099999,-7.139183,-78.4894,"GEN FAP ARMANDO REVOREDO IGLESIAS, PERU",2676.44,2024,4.25774647887324,0.37973189919427,355,4.63747837806751,99.6472040924325
86781099999,-18.2333333,-43.65,"DIAMANTINA, BRAZIL",1357.5,2024,4.23447012094712,0.455412526444801,355,4.68988264739192,99.6383841947434
41399099999,15.7666666,44.0166666,"AMRAN, YEMEN",15,2024,3.52439961032577,1.21642408012559,23,4.74082369045136,99.6295642970542
93994099999,-29.25,-177.9333333,"RAOUL ISLAND AWS, NEW ZEALAND",49.5,2024,3.98121601596739,0.766024074865822,87,4.74724009083321,99.620744399365
84542099999,-9.347444,-77.598392,"COMANDANTE FAP GERMAN ARIAS GRAZIANI, PERU",2749.9,2024,4.17968953660497,0.622311033359437,187,4.80200056996441,99.6119245016758
60020099999,28.45,-16.25,"STA. CRUZ DE TENERIFE, SPAIN",36,2024,4.39296684325236,0.468561640937678,330,4.86152848419004,99.6031046039866
96751099999,-6.7,106.9333333,"BOGOR CITEKO, INDONESIA",-999.9,2024,4.45750731358528,0.409041397020602,339,4.86654871060588,99.5942847062974
86871099999,-22.3166666,-45.3666666,"MARIA DA FE, BRAZIL",1277.5,2024,4.43029246430464,0.455514635212283,261,4.88580709951692,99.5854648086082
85264099999,-18.4666666,-64.1,"VALLEGRANDE, BOLIVIA",1998,2024,4.10522387915442,0.820045061685349,184,4.92526894083977,99.576644910919
63450099999,8.977889,38.799319,"BOLE INTERNATIONAL, ETHIOPIA",2325.62,2024,4.49007318572808,0.460522334661566,346,4.95059552038965,99.5678250132299
78641099999,14.583272,-90.527475,"LA AURORA, GUATEMALA",1509.36,2024,4.51014012824064,0.445592508965645,355,4.95573263720628,99.5590051155407
76675099999,19.2833333,-99.6833333,"TOLUCA MEX., MEXICO",2720,2024,4.50184687777194,0.493757823283899,348,4.99560470105584,99.5501852178515
8522099999,32.6333333,-16.9,"FUNCHAL, PORTUGAL",56,2024,4.58133651501188,0.42632911284234,355,5.00766562785422,99.5413653201623
78627099999,15.3166667,-91.4666667,"HUEHUETENANGO, GUATEMALA",1901,2024,4.56536362676521,0.448268512384217,353,5.01363213914943,99.5325454224731
76683099999,19.3166666,-98.25,"TLAXCALA TLAX., MEXICO",2248,2024,4.57300661663965,0.446991600800351,351,5.01999821744,99.5237255247839
97686099999,-4.102511,138.957372,"WAMENA, INDONESIA",1549.9,2024,4.67086030044969,0.355786486952014,336,5.0266467874017,99.5149056270947
76680099999,19.4,-99.1833333,"MEXICO CENTRAL D.F., MEXICO",2303,2024,4.54034852688017,0.499049563695528,352,5.0393980905757,99.5060857294055
78647599999,14.86555,-91.501981,"QUEZALTENANGO, GUATEMALA",2431,2024,4.6681037506362,0.437870139181577,353,5.10597388981778,99.4972658317164
67217099999,-13.273986,35.266262,"LICHINGA, MOZAMBIQUE",1373.12,2024,4.53306465025541,0.575852614899668,352,5.10891726515508,99.4884459340272
64380099999,-2.4666666,28.9166666,"KAMEMBE, RWANDA",1587.4,2024,4.42595419092792,0.714661298774999,132,5.14061548970292,99.479626036338
80342099999,1.392844,-77.290822,"ANTONIO NARINO, COLOMBIA",1813.86,2024,4.58589518641844,0.629603806894604,355,5.21549899331305,99.4708061386488
91848099999,-21.895833,-157.90666,"MANGAIA, COOK ISLANDS",14,2024,4.37466677028552,0.870845329924354,231,5.24551210020987,99.4619862409596
86850099999,-21.2166666,-43.7666666,"BARBACENA, BRAZIL",1156.5,2024,4.61527660970608,0.684574005852974,184,5.29985061555906,99.4531663432704
48031099999,22.9166666,93.6833333,"FALAM, BURMA",1372,2024,4.74360974372282,0.573530603983507,276,5.31714034770633,99.4443464455812
60005099999,28.626478,-17.755611,"LA PALMA, SPAIN",32.61,2024,4.66826274532478,0.649261058355489,355,5.31752380368026,99.435526547892
68587099999,-31.0666666,30.2333333,"PORT EDWARD, SOUTH AFRICA",12,2024,4.86355054033576,0.497240046779857,355,5.36079058711562,99.4267066502029
60250099999,30.381353,-9.546311,"INEZGANE, MOROCCO",27.12,2024,4.80435743374435,0.567552273237006,343,5.37190970698135,99.4178867525137
63460099999,7.10131,38.39664,"AWASSA LAKE, ETHIOPIA",1739,2024,3.28570526385501,2.11374506893865,9,5.39945033279366,99.4090668548245
91958099999,-27.6166666,-144.3333333,"RAPA, FRENCH POLYNESIA",2,2024,5.07163837292558,0.500412253054579,355,5.57205062598016,99.4002469571353
60035099999,28.452717,-13.863761,"FUERTEVENTURA, SPAIN",25.29,2024,4.98062093166255,0.592396411435715,355,5.57301734309826,99.3914270594461
83689099999,-21.267167,-43.761056,"MAJOR BRIGADEIRO DOORGAL BORGES, BRAZIL",1114.65,2024,5.04255409288884,0.53166232619815,349,5.57421641908699,99.3826071617569
76665599999,19.849944,-101.0255,"GENERAL FRANCISCO J MUJICA INTERNATIONAL, MEXICO",1838.85,2024,5.01491729565843,0.591307397684502,355,5.60622469334293,99.3737872640677
84564099999,-9.878811,-76.204797,"ALFEREZ FAP D F FERNANDINI, PERU",1850.13,2024,5.28985877131088,0.357431805537968,354,5.64729057684885,99.3649673663786
63729099999,-1.3333333,31.8166667,"BUKOBA, TANZANIA",1137,2024,5.18886913020473,0.478198209557492,344,5.66706733976222,99.3561474686894
43476099999,6.8166666,80.9666666,"DIYATALAWA, SRI LANKA",1250,2024,4.84832817220148,0.839249472422265,87,5.68757764462374,99.3473275710002
76632099999,20.1333333,-98.75,"PACHUCA HGO., MEXICO",2435,2024,5.09318792862318,0.632568035953382,324,5.72575596457657,99.338507673311
76679399999,19.436303,-99.072097,"LICENCIADO BENITO JUAREZ INTERNATIONAL, MEXICO",2229.91,2024,5.15683642473394,0.57581077579648,355,5.73264720053042,99.3296877756218
67477099999,-11.9,31.4333333,"MPIKA, ZAMBIA",1402,2024,3.65216802864682,2.10570990276863,13,5.75787793141544,99.3208678779326
84006099999,-1.5,-78.067,"RIO AMAZONAS, ECUADOR",1043,2024,5.25687430769912,0.639250381997744,316,5.89612468969686,99.3120479802434
76685099999,19.158144,-98.371447,"HERMANOS SERDAN INTERNATIONAL, MEXICO",2243.63,2024,5.2813029625546,0.627295082829303,354,5.9085980453839,99.3032280825542
68285099999,-25.6916667,30.0344444,"BELFAST, SOUTH AFRICA",1879,2024,5.05203069538601,0.863665425533999,181,5.91569612092001,99.2944081848651
76848099999,16.25,-92.1333333,"COMITAN CHIS., MEXICO",1646,2024,5.37561755596831,0.550177501634542,350,5.92579505760285,99.2855882871759
85410099999,-26.467,-69.433,"CHORRILLOS, CHILE",3200,2024,5.31355708142082,0.621629129274102,236,5.93518621069492,99.2767683894867
84270099999,-4.0333333,-79.2,"LOJA LA ARGELIA, ECUADOR",2160,2024,4.80212315516246,1.14339078794401,54,5.94551394310647,99.2679484917975
86870099999,-22.8666666,-46.05,"MONTE VERDE, BRAZIL",661.5,2024,5.30678288145566,0.643324525976678,355,5.95010740743234,99.2591285941083
99445099999,24.628,-81.109,"SOMBRERO KEY FL, UNITED STATES",6,2024,4.68142188922373,1.35916537894694,54,6.04058726817067,99.2503086964191
76423599999,24.124194,-104.528014,"DURANGO INTERNATIONAL, MEXICO",1860.49,2024,5.47672326813245,0.568835745784208,355,6.04555901391666,99.2414887987299
80149099999,5.029839,-75.464992,"LA NUBIA, COLOMBIA",2094.28,2024,5.60260800294821,0.448303492871682,354,6.05091149581989,99.2326689010407
76577399999,20.9833333,-101.4833333,"GUANAJUATO INTERNATIONAL, MEXICO",1815.38,2024,5.44301650676483,0.620865844740262,351,6.06388235150509,99.2238490033516
67775099999,-17.930219,31.094329,"ROBERT GABRIEL MUGABE INTERNATIONAL HARARE, ZIMBABWE",1489.56,2024,5.5971531102805,0.489617360275623,350,6.08677047055612,99.2150291056624
60155099999,33.556981,-7.660492,"ANFA, MOROCCO",61.87,2024,5.52884999824459,0.596192094072465,352,6.12504209231705,99.2062092079732
64387099999,-1.968628,30.13945,"KIGALI INTERNATIONAL, RWANDA",1481.02,2024,5.70482411043518,0.475224849383996,355,6.18004895981918,99.197389310284
48302099999,19.9166666,99.0333333,"DOI ANG KHANG, THAILAND",1530,2024,5.59574539955946,0.605941901195266,294,6.20168730075473,99.1885694125948
42574099999,24.5333333,81.3,"REWA, INDIA",299,2024,4.40854484663553,1.81858335655933,25,6.22712820319485,99.1797495149056
68837099999,-33.8,25.6666666,"NGQURA COEGA, SOUTH AFRICA",46,2024,5.65873277694446,0.570919273603443,342,6.2296520505479,99.1709296172164
63705099999,0.042386,32.443503,"ENTEBBE INTERNATIONAL, UGANDA",1152.75,2024,5.75524211521169,0.519396704711795,351,6.27463881992348,99.1621097195273
63687099999,0.271342,34.787297,"KAKAMEGA, KENYA",1530.09,2024,5.8865754753009,0.424879145232154,339,6.31145462053305,99.1532898218381
84600099999,-11.8391,-76.3779,"MATUCANA, PERU",2417,2024,5.70512820512821,0.607699026799193,117,6.3128272319274,99.1444699241489
66285099999,-11.768086,19.897672,"LUENA, ANGOLA",1328.92,2024,5.77880170608443,0.555093605414274,208,6.33389531149871,99.1356500264597
84217099999,-2.299167,-78.12075,"CORONEL E CARVAJAL, ECUADOR",1052.16,2024,5.85338740456184,0.513200271954271,353,6.36658767651611,99.1268301287705
61995099999,-20.3,57.4666666,"VACOAS MAURITIUS, MAURITIUS",425,2024,5.8082276640829,0.590715655497605,339,6.3989433195805,99.1180102310813
40419499999,27.039028,49.405083,"JUBAIL, SAUDI ARABIA",7.92,2024,4.10182652078794,2.29793791626427,12,6.39976443705221,99.1091903333921
67765099999,-16.8333333,29.6166667,"KAROI, ZIMBABWE",1344,2024,5.6514658397899,0.774349772302552,178,6.42581561209245,99.1003704357029
76573099999,21.35,-101.9166666,"LAGOS DE MORENO JAL., MEXICO",1942,2024,5.65339804733574,0.774318497280669,193,6.42771654461641,99.0915505380138
76675399999,19.337072,-99.566008,"LICENCIADO ADOLFO LOPEZ MATEOS INTERNATIONAL, MEXICO",2580.43,2024,5.92049849155962,0.532178294743614,355,6.45267678630324,99.0827306403246
41114099999,18.297286,42.803536,"KING KHALED AB, SAUDI ARABIA",2065.93,2024,5.93300814227494,0.534781881692527,356,6.46779002396747,99.0739107426354
48030099999,22.65,93.6333333,"HAKHA, BURMA",1865.98,2024,5.83358790277794,0.639835024335636,336,6.47342292711358,99.0650908449462
76471099999,23.6333333,-103.65,"SOMBRERETE ZAC., MEXICO",2351,2024,5.79342075669809,0.719789617164639,354,6.51321037386272,99.056270947257
60285099999,28.448194,-11.161347,"PLAGE BLANCHE, MOROCCO",199.03,2024,5.81915793774549,0.701285410776524,353,6.52044334852201,99.0474510495678
76634099999,20.0833333,-98.3666666,"TULANCINGO HGO., MEXICO",2181,2024,5.82378650596235,0.696926330698085,352,6.52071283666043,99.0386311518787
86846099999,-21.9166666,-46.3833333,"CALDAS, BRAZIL",1151.5,2024,5.97679252587503,0.560720938217908,352,6.53751346409293,99.0298112541895
78734099999,13.0833333,-85.9833333,"JINOTEGA, NICARAGUA",985,2024,5.94928814421827,0.600195257055607,308,6.54948340127388,99.0209913565003
83419099999,-16.229153,-48.964267,"BASE AEREA, BRAZIL",1136.29,2024,6.09188853718441,0.534177030399475,355,6.62606556758389,99.0121714588111
91948099999,-23.1333333,-134.9666666,"MANGAREVA, FRENCH POLYNESIA",89,2024,5.92771461730669,0.702220829694701,355,6.62993544700139,99.0033515611219
86872099999,-22.75,-45.6,"CAMPOS DO JORDAO, BRAZIL",1581.5,2024,5.96280223726093,0.676309747992328,355,6.63911198525325,98.9945316634327
68361099999,-26.15,28,"JOHANNESBURG BOT. GARDENS, SOUTH AFRICA",1626,2024,6.10952135525189,0.555738682038121,345,6.66526003729001,98.9857117657435
63474099999,7.1333333,40,"ROBE BALE, ETHIOPIA",2480,2024,4.05714285714286,2.61245443724224,7,6.66959729438509,98.9768918680543
86737099999,-16.7833333,-47.6166666,"CRISTALINA, BRAZIL",1203.5,2024,6.11719095175122,0.565845889533985,355,6.6830368412852,98.9680719703651
91170022508,21.48722,-158.02806,"WHEELER ARMY AIR FIELD 810.1, HI US",257.9,2024,6.20984125880739,0.489004854522172,366,6.69884611332956,98.959252072676
44462099999,27.3,86.5,"OKHALDHUNGA, NEPAL",1720,2024,5.87963084280254,0.842288119365268,200,6.7219189621678,98.9504321749868
87007099999,-22.150556,-65.5775,"LA QUIACA, ARGENTINA",3478.98,2024,6.10964220859098,0.620113004516123,354,6.72975521310711,98.9416122772976
86851099999,-21.7666666,-43.3666666,"JUIZ DE FORA, BRAZIL",951.5,2024,6.05467579403432,0.723927140916842,331,6.77860293495116,98.9327923796084
56951099999,23.95,100.2166666,"LINCANG, CHINA",1503,2024,6.25869704939242,0.525564927717154,347,6.78426197710958,98.9239724819192
84176099999,-1.653433,-78.656142,"CHIMBORAZO, ECUADOR",2789.22,2024,6.17676241413968,0.643491541013247,239,6.82025395515293,98.91515258423
43111099999,17.9333333,73.6666666,"MAHABALESHWAR, INDIA",1382,2024,6.2643148981565,0.55694484833192,304,6.82125974648842,98.9063326865408
91954099999,-23.365353,-149.524072,"TUBUAI, FRENCH POLYNESIA",2.13,2024,6.1519470465564,0.670998290808144,338,6.82294533736454,98.8975127888516
44474099999,27.35,87.6666667,"TAPLEJUNG, NEPAL",1732,2024,5.98379306447379,0.847895742592246,203,6.83168880706603,98.8886928911625
68267299999,-26.348257,27.778303,"JOHANNESBURG BARAGWANATH, SOUTH AFRICA",1626,2024,6.21493675957381,0.623194450548635,347,6.83813121012244,98.8798729934733
63619099999,3.5333333,39.05,"MOYALE LOWER ODA, KENYA",1097,2024,6.18038904496449,0.669610645621844,239,6.84999969058633,98.8710530957841
63962099999,-10.6833333,35.5833333,"SONGEA, TANZANIA",1067,2024,6.23821617601961,0.613224702708561,343,6.85144087872818,98.8622331980949
84782099999,-18.053333,-70.275833,"CORONEL CARLOS CIRIANI SANTA ROSA INTERNATIONAL, PERU",468.78,2024,6.29872304199529,0.558257683317318,357,6.8569807253126,98.8534133004057
60060099999,29.368983,-10.180267,"SIDI IFNI, MOROCCO",59,2024,6.44304730216243,0.46231076177837,351,6.9053580639408,98.8445934027165
68273099999,-25.8333333,29.1833333,"WITBANK, SOUTH AFRICA",1550,2024,6.27422735355125,0.643162666060276,293,6.91739001961153,98.8357735050274
68674099999,-31.606027,29.521721,"PORT ST JOHNS, SOUTH AFRICA",373.98,2024,6.11349656723862,0.81652174792409,242,6.93001831516271,98.8269536073382
68591099999,-30.85,30.3333333,"MARGATE, SOUTH AFRICA",154,2024,6.32671072088096,0.610467595877715,346,6.93717831675867,98.818133709649
84143099999,-1.0166666,-78.5833333,"RUMIPAMBA, ECUADOR",2628,2024,6.18909569441451,0.765378256707847,121,6.95447395112236,98.8093138119598
68843099999,-33.5666666,26.8833333,"PORT ALFRED AIRPORT, SOUTH AFRICA",84,2024,6.34659862452244,0.610169048298775,354,6.95676767282121,98.8004939142706
64360099999,-11.591333,27.530889,"LUBUMBASHI INTERNATIONAL, ZAIRE",1309.11,2024,6.00205676786188,0.967688168566852,123,6.96974493642873,98.7916740165814
67881099999,-18.5333333,32.1333333,"RUSAPE, ZIMBABWE",1430,2024,6.336669926448,0.635195273824846,280,6.97186520027285,98.7828541188922
84773099999,-17.695036,-71.343964,"ILO, PERU",21.94,2024,6.40585764358658,0.600104213357504,304,7.00596185694409,98.774034221203
86715099999,-15.7833333,-47.9333333,"BRASILIA, BRAZIL",1161.04,2024,6.48155082121053,0.545598632860985,355,7.02714945407152,98.7652143235139
86761099999,-17.7,-42.3833333,"CAPELINHA, BRAZIL",933.5,2024,6.36059993280666,0.701896014364845,355,7.0624959471715,98.7563944258247
68593099999,-29.770606,31.058406,"VIRGINIA, SOUTH AFRICA",6.09,2024,6.34476844774207,0.774339138692308,342,7.11910758643437,98.7475745281355
94995099999,-31.54222,159.07861,"LORD HOWE ISLAND AERO, AUSTRALIA",7,2024,6.49121676790472,0.635325833392581,353,7.1265426012973,98.7387546304463
67867099999,-19.436394,29.861911,"GWERU THORNHILL, ZIMBABWE",1426.46,2024,6.37926895322235,0.75703969100658,207,7.13630864422893,98.7299347327571
44424099999,29.2833333,82.1666667,"JUMLA, NEPAL",2300,2024,6.19514688341181,0.955144002545732,200,7.15029088595754,98.7211148350679
63641099999,2.3,37.9,"MARSABIT, KENYA",1345,2024,6.67538313146201,0.48741127335436,344,7.16279440481637,98.7122949373787
41112099999,18.240367,42.656625,"ABHA, SAUDI ARABIA",2090.31,2024,6.57113014867098,0.602716835186688,356,7.17384698385766,98.7034750396895
64893099999,5.636919,10.750817,"FOUMBAN NKOUNJA, CAMEROON",1207.92,2024,6.23374979798356,0.96027279647492,49,7.19402259445848,98.6946551420004
84452099999,-6.787475,-79.828097,"CAPT JOSE A QUINONES GONZALES INTERNATIONAL, PERU",29.56,2024,6.54904555321603,0.669090714638257,357,7.21813626785429,98.6858352443112
67083099999,-18.796936,47.478869,"IVATO, MADAGASCAR",1279.55,2024,6.59722097759673,0.624514010254559,355,7.22173498785129,98.677015346622
60034099999,23.718294,-15.931994,"DAKHLA, WESTERN SAHARA",6.09,2024,6.50193042409171,0.738552275525805,353,7.24048269961751,98.6681954489328
86757099999,-17.5666666,-47.2,"GUARDA MOR, BRAZIL",1001.5,2024,6.64508660355597,0.597170884245569,355,7.24225748780154,98.6593755512436
81956099999,-8.2333333,-35.9833333,"CARUARU, BRAZIL",551.5,2024,6.66585693909642,0.58600249397569,324,7.25185943307211,98.6505556535544
91596099999,-22.588856,167.455969,"ILE DES PINS, NEW CALEDONIA",96.01,2024,6.49266920032251,0.772154784955273,352,7.26482398527779,98.6417357558652
68931099999,-34.090279,23.327778,"PLETTENBERG BAY, SOUTH AFRICA",141.73,2024,6.494545178191,0.776092528927618,261,7.27063770711861,98.632915858176
72293453121,33.21946,-117.34962,"OCEANSIDE MUNICIPAL AIRPORT, CA US",9.1,2024,6.6497837039636,0.628643810163108,366,7.27842751412671,98.6240959604869
60270099999,29.6833333,-9.7333333,"TIZNIT, MOROCCO",261,2024,6.60074349563807,0.67847698408842,326,7.27922047972649,98.6152760627977
76775599999,17,-96.7333333,"XOXOCOTLAN INTERNATIONAL, MEXICO",1520.64,2024,6.6096733855879,0.686498875672376,355,7.29617226126028,98.6064561651085
60252099999,30.324997,-9.413067,"AL MASSIRA, MOROCCO",76.2,2024,6.63570222781436,0.697866927349469,355,7.33356915516383,98.5976362674193
68267099999,-26.5,29.9833333,"ERMELO, SOUTH AFRICA",1766,2024,6.61645784823509,0.724364741485609,329,7.3408225897207,98.5888163697301
86823099999,-20.55,-43.75,"OURO BRANCO, BRAZIL",1062.5,2024,6.56285746277456,0.794196896071707,268,7.35705435884626,98.5799964720409
68363099999,-26.2,28.45,"SPRINGS, SOUTH AFRICA",1588,2024,6.81360765384882,0.624833996506839,303,7.43844165035566,98.5711765743517
68098099999,-22.979889,14.645331,"WALVIS BAY, NAMIBIA",91.13,2024,6.59781081372533,0.863853681627125,318,7.46166449535246,98.5623566766626
94405099999,-28.3,113.6,"NORTH ISLAND, AUSTRALIA",11,2024,6.87704411964024,0.604491560124906,347,7.48153567976515,98.5535367789734
60638099999,28.447028,7.552411,"TIN FOUYE, ALGERIA",480.06,2024,6.18926213634658,1.29574567203477,76,7.48500780838135,98.5447168812842
68375099999,-27.4333333,29.1666666,"VREDE, SOUTH AFRICA",1671,2024,6.65709927685159,0.831272786314595,305,7.48837206316618,98.535896983595
78631099999,15.468958,-90.406742,"COBAN, GUATEMALA",1322.52,2024,6.86504000639635,0.625207683819037,354,7.49024769021539,98.5270770859058
86825099999,-20.2666666,-42.1833333,"MANHUACU, BRAZIL",837.5,2024,6.77326636294352,0.718202732413511,354,7.49146909535703,98.5182571882166
67225099999,-14.917,33.617,"FURANCUNGO, MOZAMBIQUE",1262,2024,6.82905949425901,0.68951209008927,328,7.51857158434828,98.5094372905274
67983099999,-20.2,32.6166667,"CHIPINGE, ZIMBABWE",1132,2024,6.66225428470533,0.89326110698824,196,7.55551539169357,98.5006173928382
68287099999,-24.9333333,30.85,"GRASKOP, SOUTH AFRICA",1436,2024,6.73659009263012,0.821826191368308,313,7.55841628399842,98.4917974951491
72292603154,33.30424,-117.35508,"CAMP PENDLETON MCAS, CA US",21.4,2024,6.87689889559748,0.71276744571337,362,7.58966634131085,98.4829775974599
48921099999,21.6333333,101.8833333,"BOUNNEUA, LAOS",923,2024,6.73589999302842,0.854127867727956,320,7.59002786075638,98.4741576997707
68185099999,-25.1,30.4666666,"LYDENBURG, SOUTH AFRICA",1434,2024,6.59646491334259,1.01022605550246,92,7.60669096884505,98.4653378020815
56739099999,24.9833333,98.5,"TENGCHONG, CHINA",1696.9,2024,6.89191037574072,0.719024183871452,342,7.61093455961218,98.4565179043923
86921099999,-24.7833333,-49.9833333,"CASTRO, BRAZIL",1008.86,2024,6.32881793951384,1.29427226142192,113,7.62309020093576,98.4476980067031
84531099999,-9.149614,-78.52385,"TENIENTE JAIME A DE MONTREUIL MORALES, PERU",21.03,2024,7.05083425435855,0.579683130857462,251,7.63051738521601,98.4388781090139
60120099999,34.3,-6.6,"KENITRA RMAFB, MOROCCO",6,2024,6.86099272833278,0.772287920078847,321,7.63328064841162,98.4300582113248
68449099999,-28.8166666,27.9,"FICKSBURG, SOUTH AFRICA",1614,2024,6.94522862433246,0.691365993793744,349,7.6365946181262,98.4212383136356
68353099999,-26.5666666,27.95,"VEREENIGING, SOUTH AFRICA",1481,2024,6.97350228697438,0.674914156792252,351,7.64841644376663,98.4124184159464
56748099999,25.1166666,99.1833333,"BAOSHAN, CHINA",1649,2024,7.02056929549537,0.637118637407826,344,7.6576879329032,98.4035985182572
