Station ID,Latitude,Longitude,Name,Elevation,Weighted Average Weatherscore,Rank,Percentile
76625099999,20.617289,-100.185658,"QUERETARO INTERCONTINENTAL, MEXICO",1919.02,5.69075197146538,18017,99.30000551176762
86781099999,-18.2333333,-43.65,"DIAMANTINA, BRAZIL",1357.5,5.69310461906834,18016,99.29449374414374
69726499999,,,,,5.6993352297809,18015,99.28898197651988
67775099999,-17.930219,31.094329,"ROBERT GABRIEL MUGABE INTERNATIONAL HARARE, ZIMBABWE",1489.56,5.74696246735659,18014,99.28347020889599
80210099999,4.812675,-75.739519,"MATECANA, COLOMBIA",1345.99,5.75630808789309,18013,99.27795844127212
48031099999,22.9166666,93.6833333,"FALAM, BURMA",1372.0,5.7750579536726,18012,99.27244667364825
85469099999,-27.164792,-109.421831,"MATAVERI INTERNATIONAL, CHILE",69.18,5.80508366530641,18011,99.26693490602436
85223099999,-17.421058,-66.177114,"JORGE WILSTERMAN, BOLIVIA",2548.12,5.83309564093189,18010,99.26142313840049
91958099999,-27.6166666,-144.3333333,"RAPA, FRENCH POLYNESIA",2.0,5.84358222524972,18009,99.2559113707766
56951099999,23.95,100.2166666,"LINCANG, CHINA",1503.0,5.84637499232423,18008,99.25039960315273
76571099999,21.705461,-102.317869,"JESUS TERAN INTERNATIONAL, MEXICO",1862.93,5.87248132662482,18007,99.24488783552886
41438099999,14.1333333,44.3666666,"AL SADDAH, YEMEN",2692.0,5.87596916400973,18006,99.23937606790497
67765099999,-16.8333333,29.6166667,"KAROI, ZIMBABWE",1344.0,5.89971839587144,18005,99.2338643002811
64387099999,-1.968628,30.13945,"KIGALI INTERNATIONAL, RWANDA",1481.02,5.90542787985595,18004,99.22835253265723
76601599999,20.755833,-103.465278,"ZAPOPAN, MEXICO",1625.49,5.91485973896544,18003,99.22284076503335
63702099999,-0.6166667,30.65,"MBARARA, UGANDA",1413.0,5.91612899558022,18002,99.21732899740947
68933099999,-34.0333333,23.9,"TSITSIKAMMA, SOUTH AFRICA",5.0,5.91620681130312,18001,99.2118172297856
